Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Size,Color,Season,Review_Rating,Subscription_Status,Payment_Method,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Preferred_Payment_Method,Frequency_of_Purchases
976,58,Male,Sweater,Clothing,40,M,Olive,Summer,3.8,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,2,Bank Transfer,Weekly
977,34,Male,T-shirt,Clothing,90,M,Gray,Fall,3.6,Yes,PayPal,Express,Yes,Yes,50,Credit Card,Every 3 Months
978,20,Male,Belt,Accessories,20,M,Black,Spring,4.6,Yes,Credit Card,Express,Yes,Yes,34,Cash,Bi-Weekly
979,56,Male,Gloves,Accessories,40,M,Turquoise,Summer,2.5,Yes,Cash,Standard,Yes,Yes,33,Credit Card,Weekly
980,64,Male,Hat,Accessories,33,S,Brown,Fall,3.5,Yes,Venmo,Store Pickup,Yes,Yes,34,Debit Card,Monthly
981,56,Male,Boots,Footwear,98,S,Magenta,Spring,4,Yes,Bank Transfer,Free Shipping,Yes,Yes,39,PayPal,Every 3 Months
982,27,Male,Belt,Accessories,42,M,Silver,Spring,3.5,Yes,Debit Card,Next Day Air,Yes,Yes,47,Credit Card,Quarterly
983,35,Male,Coat,Outerwear,62,S,Red,Summer,3.2,Yes,Venmo,Standard,Yes,Yes,37,PayPal,Monthly
984,24,Male,Hat,Accessories,45,L,Indigo,Winter,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,40,Venmo,Bi-Weekly
985,26,Male,Shoes,Footwear,78,M,Green,Summer,3.4,Yes,Cash,Free Shipping,Yes,Yes,8,Credit Card,Bi-Weekly
986,32,Male,Handbag,Accessories,80,M,Gray,Fall,5,Yes,Credit Card,Express,Yes,Yes,12,Bank Transfer,Annually
987,54,Male,Scarf,Accessories,96,S,Peach,Spring,4.5,Yes,Credit Card,Store Pickup,Yes,Yes,36,Bank Transfer,Monthly
988,62,Male,Handbag,Accessories,47,M,Charcoal,Summer,2.8,Yes,PayPal,Express,Yes,Yes,48,PayPal,Weekly
989,50,Male,Pants,Clothing,84,M,Orange,Winter,4.9,Yes,Venmo,2-Day Shipping,Yes,Yes,47,PayPal,Fortnightly
990,70,Male,Shoes,Footwear,31,M,Beige,Spring,3.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,2,Bank Transfer,Monthly
991,48,Male,Sunglasses,Accessories,63,S,Yellow,Spring,4.8,Yes,PayPal,Store Pickup,Yes,Yes,24,Cash,Weekly
992,20,Male,Shorts,Clothing,97,XL,White,Spring,2.7,Yes,Debit Card,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly
993,46,Male,Jacket,Outerwear,99,M,Gray,Winter,4.6,Yes,Credit Card,Express,Yes,Yes,50,Debit Card,Weekly
994,51,Male,Sandals,Footwear,90,M,Peach,Winter,4.4,Yes,Cash,Store Pickup,Yes,Yes,25,Cash,Weekly
995,53,Male,Shoes,Footwear,68,L,Violet,Fall,3.2,Yes,PayPal,Express,Yes,Yes,20,Debit Card,Monthly
996,44,Male,Jewelry,Accessories,80,M,Magenta,Spring,3,Yes,Venmo,2-Day Shipping,Yes,Yes,10,Venmo,Weekly
997,29,Male,Sandals,Footwear,91,L,Maroon,Summer,4.9,Yes,Bank Transfer,Standard,Yes,Yes,32,Bank Transfer,Quarterly
998,64,Male,Pants,Clothing,30,M,Cyan,Spring,3.6,Yes,Debit Card,Express,Yes,Yes,31,Cash,Fortnightly
999,51,Male,Shoes,Footwear,90,M,White,Spring,3.8,Yes,Venmo,Next Day Air,Yes,Yes,48,Bank Transfer,Bi-Weekly
1000,50,Male,Socks,Clothing,28,L,Brown,Spring,2.9,Yes,Venmo,Standard,Yes,Yes,23,Debit Card,Monthly
